30.21	41.99	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
28.91	41.91	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
27.61	41.68	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
26.36	41.31	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
25.16	40.8	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
24.01	40.16	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
22.95	39.39	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
21.99	38.52	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
21.12	37.53	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
20.37	36.45	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
19.75	35.31	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
19.26	34.09	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
18.91	32.83	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
18.7	31.55	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
18.65	30.78	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
17.2	30.13	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
15.8	29.33	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
14.48	28.41	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
13.57	27.67	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
12.34	26.49	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
11.2	25.18	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
10.16	23.76	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
9.76	23.13	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
8.86	21.53	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
8.08	19.84	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
7.43	18.05	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
7.11	16.97	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
6.67	15.06	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
6.36	13.1	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
6.29	12.34	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
8.67	9.54	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
12.1	6.49	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
15.95	3.99	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
20.14	2.11	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
24.57	0.89	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
26.69	0.56	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
28.22	1.72	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
29.64	2.96	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
30.95	4.28	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
32.15	5.7	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
32.93	6.74	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
33.87	8.21	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
34.69	9.73	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
35.37	11.28	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
35.94	12.98	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
36.32	14.55	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
36.56	16.12	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
36.66	17.69	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
36.64	18.82	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
36.47	20.48	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
37.55	21.25	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
38.53	22.12	30	1	0	0	0	1	1	0	0	11	12.3	9	9	9	9
